"V1","V2","V3","V4","V5","V6","V7","V8","spatial_position","cell_type","clustered"
-0.285064111169213,-0.201587260557907,0.807603458471759,0.133263485011368,0.177950290977515,-0.0108280091234486,0.0846436285579692,-0.152931053118042,-50,"A","Dense"
-0.518376213872813,-0.191730102692778,0.778752079279374,0.0451575099851728,0.0286424419628825,-0.069842066759439,0.0178190188418023,0.000168368848420991,-49,"A","Dense"
-0.238444247271193,-0.178415555511963,0.82581918473242,0.12251547067295,0.0126315858458886,-0.027594516842554,-0.0875255477495516,0.0250247821348331,-48,"A","Dense"
-0.342724317418067,-0.0334810251035098,0.921007995529936,-0.15388269217883,0.127226677946852,0.111464854536198,0.0941165806724167,0.0563867390305883,-47,"A","Dense"
-0.389092886461671,-0.109236154594054,0.94618710885732,0.0253668932279462,-0.0718466221319259,0.0550043961214136,0.0170588081840838,0.0189426237514811,-46,"A","Dense"
-0.290973346546528,-0.0327874459076915,0.881954011498972,-0.113716247278077,-0.0450338623924712,0.123667580008161,-0.106349790638204,-0.0732853806297125,-45,"A","Dense"
-0.358641639129135,0.0214160708804995,0.750822327556953,-0.0137603305573653,0.239745248004976,0.0139097857161771,-0.138804904760206,0.0986365859895462,-44,"A","Dense"
-0.315795656445238,0.262168482261494,0.769155932156003,-0.108926951304145,0.0011129187220888,0.0410275096490425,0.208671743449315,0.173863376690625,-43,"A","Dense"
-0.292275799518762,0.043344283206676,0.6687141732006,-0.0602585576306943,0.163356842140831,-0.0558456912348133,-0.0678503145418437,0.0881178808925443,-42,"A","Dense"
-0.38530654302579,0.162834922242656,0.643444884562271,-0.0107127405236015,-0.143850664491452,0.0605370668930333,-0.185557165391804,-0.194365090132398,-41,"A","Dense"
-0.119723846719808,0.177849341608491,0.779624631768429,-0.164245366093552,-0.0190516802042901,-0.0506333542189239,0.0533259362753652,0.139957618540294,-40,"A","Dense"
-0.175030578603321,0.104624584877056,0.565593205161447,-0.0839283845257342,0.0378423903636832,-0.142056550469574,0.0310230256060895,-0.0056055946186268,-39,"A","Dense"
-0.29104692330588,0.224436431315657,0.838674740722113,-0.325237524831443,0.0300038545205798,0.0127992965684126,-0.13538343357226,0.052491427931929,-38,"A","Dense"
-0.0387170767154051,0.406779317408301,0.610106265927346,-0.299264438455948,-0.100563625951084,0.194585121773144,-0.194295641358195,0.062203323587106,-37,"A","Dense"
-0.108317485892429,0.338231628511836,0.616584989137918,-0.0958920963692298,0.00192592746253708,0.0800914339573062,-0.0116302517158606,-0.00966860732067051,-36,"A","Dense"
-0.16733639555705,0.327961507041158,0.497271217152104,-0.230784943301356,-0.107742065311198,0.116525338994626,0.113939629170942,-0.00752631976487263,-35,"A","Dense"
-0.0351820203710327,0.31234552324585,0.489677999800799,-0.494455895742823,0.0712703325244282,0.0358855723093152,0.0636124035182149,0.10191570693309,-34,"A","Dense"
-0.0237465769399431,0.18002747596371,0.391408136697667,-0.446347232003389,0.108477508986065,-0.0608557178316224,-0.0492937424161977,0.0711601922486244,-33,"A","Dense"
-0.016267156747211,0.529242911097128,0.480810092241983,-0.350731461449765,-0.222498769648741,-0.0202240855110284,-0.0834188231584378,0.0990262246044231,-32,"A","Dense"
-0.016426578718663,0.300802174301177,0.516993752722767,-0.264785292553106,0.123569346230014,-0.0273248106811925,0.0271066756750545,0.238292669523033,-31,"A","Dense"
-0.0167641779926256,0.551617924119342,0.483518827797524,-0.382261431653778,-0.124104449680849,-0.0468699779782087,0.0157353347216158,0.0664415863694087,-30,"A","Dense"
-0.065212453621769,0.699290521591305,0.348927625826975,-0.330364231975892,0.0454769268982633,0.0704167283929716,0.0629711746692728,0.0207381157385307,-29,"A","Dense"
-0.0764828881558009,0.394747840210326,0.324211958598115,-0.317592314494876,0.0659902638142608,-0.119736350236541,-0.0395797950288896,-0.221063311057562,-28,"A","Dense"
-0.0707990611007598,0.640072581482926,0.328847165000294,-0.267097242483066,-0.0199889828101433,0.0866366132112773,0.08993540532031,0.269171400324612,-27,"A","Dense"
-0.0890879981092852,0.574431390643157,0.50466598497028,-0.449310925137565,-0.0645113956859792,0.0864152486225893,-0.0830811527336248,-0.0482676821796308,-26,"A","Dense"
-0.0272743672369062,0.474193715306804,0.217322437070135,-0.480820662178853,0.016532102124205,-0.119862235906875,-0.0330544700119963,0.237473471509539,-25,"A","Dense"
-0.119887613809485,0.510698357481126,0.289140520849755,-0.671656080570691,0.0438818700714454,0.0639491997900534,0.0740814523725905,0.0374643568004988,-24,"A","Dense"
0.23668227866348,0.532768497139791,0.473274743606732,-0.507109458343383,0.0883302819948705,0.243022665234451,0.0989971608627113,0.153843019889679,-23,"A","Dense"
0.153717542742416,0.670588453918169,0.248933954057024,-0.594937096637423,-0.205233698390195,-0.0557215481941608,-0.193850470145338,-0.0109710321176239,-22,"A","Dense"
-0.0662548546261308,0.608260539273558,0.0990402533588299,-0.655862922223977,-0.163637926805902,0.0844904241408072,0.0107190407016153,0.0511470754698125,-21,"A","Dense"
0.0189021809465842,0.853984766708679,0.144540261364628,-0.597162460144024,0.143040234118818,-0.0782201845619403,0.060877901173463,0.0213957979642262,-20,"A","Dense"
-0.0466655353623219,0.210010894052567,0.0485459978904878,0.101494317274366,-0.348409465672215,-0.182903201757129,0.662365067046661,0.218733812628173,-19,"B","Sparse"
-0.246749061941361,-0.242560482994003,0.87520346869393,-0.173081164649165,0.0435288948907682,0.0249824719926563,0.0480625599875217,-0.0120393824622494,-18,"A","Sparse"
-0.00833690664718293,0.0787738847475178,-0.0561876363549783,-0.0427279287205429,-0.347598908878726,-0.110746300460763,0.668353084344165,0.374259821225294,-17,"B","Sparse"
-0.279206551941228,0.0103652373833733,0.8414380034497,0.00599606935380833,0.0917174917641003,-0.145897072853692,0.102025301216443,-0.02014581469715,-16,"A","Sparse"
-0.0028546755348703,0.0332202578950118,0.00904966471392212,-0.0893207570054953,-0.651253428642862,-0.263031124281285,0.748741727582229,0.104838643272134,-15,"B","Sparse"
-0.288618278635547,-0.120058198870651,0.998746574978767,-0.00413870797869575,0.111027709663882,-0.0526925176125598,0.076905229499561,-0.0195889248829828,-14,"A","Sparse"
0.136860228401446,-0.0119452606630659,-0.0088565112138884,0.0411429920615731,-0.399704307658988,-0.259591318622049,0.650688470288788,0.398216458345187,-13,"B","Sparse"
-0.286701161038053,5.83771137925397e-05,0.910041618480974,-0.0726939613803734,0.0230616830631202,-0.0629578742686005,0.0863648434157753,0.061645571635144,-12,"A","Sparse"
0.151647060442954,0.056298953322048,0.0630754115650567,-0.246589819376003,-0.346765727297575,-0.305212685813588,0.720391003179659,0.441524684614648,-11,"B","Sparse"
-0.39879217246086,0.0381724836942018,0.753663650316847,0.155894125909734,0.0871964954078744,0.057872237461645,0.196624801545563,-0.169210152086908,-10,"A","Sparse"
