x,y,cell_type,area_type,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7
-19,-6,A,Dense,0.44769257710565247,-0.19711530191736493,0.6355303126766637,0.8102304639715074,-0.022892697234493244,-0.04000556524093581,0.05024058434128431,0.040952076186296864
-19,-4,A,Dense,0.35207321775960093,-0.019917320752099718,0.6272926974219619,1.0631412661981996,-0.2892381134781812,0.23007887400908278,0.11353152152440511,0.10211262877333081
-19,-2,A,Dense,0.283234287499577,0.06217444878256432,0.5777454532891231,1.0671992011381224,-0.0834428467676373,0.10454922225707755,-0.12486564338938347,-0.16326180452350747
-19,0,A,Dense,0.5190602702832918,-0.11692010232694812,0.5257834129425463,0.8727272916830802,-0.030834403267420096,0.2067098252693946,0.0031492459483950896,0.06279146925550037
-19,2,A,Dense,0.5497623401429065,0.01709629549396921,0.40785914539871987,1.1782303082953107,0.07617875524805856,-0.13489908678871096,0.0629672871082154,-0.06825514712772067
-19,4,A,Dense,0.5880915015063025,0.07706537165675023,0.4751384083788497,1.1096437150700238,0.017674475603449598,-0.14079400156538877,0.07978486082597713,-0.015423794675753562
-19,6,A,Dense,0.7127945866086591,-0.0061722146787673736,0.31045243782544873,1.0705384570031604,-0.008472924419812558,0.013840811136757829,0.030213764311265323,0.08555442924153049
-18,-7,A,Dense,0.3387552049649901,0.045700724388614625,0.7116687112470448,0.9606295474621239,0.027318521409132143,-0.01774350097632825,-0.021586175006666975,0.03496342577353137
-18,-5,A,Dense,0.6459832983892746,-0.006952482642238057,0.7843451025726895,0.8212014473577562,0.10401551926846966,-0.004682446541123571,0.07351604069610317,0.0333230467300123
-18,-3,A,Dense,0.6057039164874644,0.06888585162175083,0.44284778954328097,0.8496053326618914,-0.09411167450740054,0.11447865426333939,0.10726435424211256,0.1975336238618879
-18,-1,A,Dense,0.5640631247115864,-0.066938742348542,0.6316981881912864,1.006615638381497,0.053690258153241646,0.1601578754257833,-0.0380258302843543,-0.05169000680365496
-18,1,A,Dense,0.5248705933136315,0.021858512868863644,0.24785353832011336,0.8862911561286841,-0.005413537655089635,0.07656120919354013,0.03205800776114303,0.09906419740195044
-18,3,A,Dense,0.6995262488193527,-0.19461919233358144,0.2767995005719096,0.7383609277976353,0.007658680731384016,0.054343675492071725,-0.243904658975161,-0.035818260503807646
-18,5,A,Dense,0.6172258439197337,-0.08459134014017759,0.44797263905925944,1.0578999842814407,0.1108802342650265,-0.13892853663586804,0.046397802982625594,-0.04288327516378892
-18,7,A,Dense,0.6283880183670133,0.12609106452244384,0.37773492272088327,0.9203352844832242,-0.013245398615626633,0.059032025167535196,0.05473925660068545,-0.13506057433544535
