x,y,cell_type,area_type,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7
-19,-6,A,Dense,0.4563875446093968,-0.05662977296027719,0.5795694076084816,1.0781822871777311,0.029307247329868127,-0.08206823183517105,-0.007710170941410421,-0.08571575564162826
-19,-4,A,Dense,0.28764759229915193,0.08563987943234724,0.6410418939295651,1.3852731490654722,-0.04853635478291035,-0.10777447779293062,-0.20251425866576073,-0.03345012358409484
-19,-2,A,Dense,0.39987388993653594,-0.04842340728662514,0.5273747638080524,1.0010233061019587,0.15860168161453522,-0.049300093465883287,-0.08289950109220723,-0.020219265243389406
-19,0,A,Dense,0.478231879677278,-0.013014305436768459,0.5624119817052156,0.9678614158347006,-0.1448084341497324,-0.10025293646378089,0.06901439917111125,0.09592708260852069
-19,2,A,Dense,0.7679498246985241,-0.052575502168076105,0.3153451003505673,0.9400624977046227,0.07116148780888898,0.006751848141010895,0.10584244868495879,-0.13801014582148916
-19,4,A,Dense,0.4349249139592214,-0.09398797863273553,0.38403380610980736,0.9779030400466777,0.16449677135012838,0.020346363586722312,0.00773683076476183,0.19094166404701307
-19,6,A,Dense,0.5180379794601911,-0.005023810944913696,0.1751647350457575,0.9095683374895591,0.10062928092144406,-0.02030453860429927,-0.048760622407249356,-0.04080753730215514
-18,-7,A,Dense,0.1119770201664251,-0.19479774142710432,0.702397151821639,1.0070504210550106,0.08696059201056602,-0.005558467091045507,-0.07904744554453119,0.10941915184709486
-18,-5,A,Dense,0.199174589660097,-0.1031920877326774,0.6084854943475532,0.9712717018153155,-0.02549772174208553,-0.07778166875908754,-0.12221278088919454,0.061593560694426376
-18,-3,A,Dense,0.4803627573757857,-0.11453034016267177,0.5244554597401577,0.8026673712606532,0.019584525509768157,0.10143700650181305,-0.061151780299194824,0.018483612369487392
-18,-1,A,Dense,0.3878484325081944,0.2033958530372352,0.45360207189119744,1.081762283081778,-0.10810565404082624,-0.04622752887050425,0.1446977884353733,0.140934744018558
-18,1,A,Dense,0.7562056018356093,-0.06554940517473562,0.4687378395610725,0.920584515026134,-0.05522230442809713,0.0334456789987025,-0.05176112990361714,0.18467073257360336
-18,3,A,Dense,0.637340186953649,0.09118677823264848,0.44016253838093766,1.1314295385026631,0.0132969674146876,0.18811570694405902,-0.12803043986708945,0.024333944932269185
-18,5,A,Dense,0.607455341582788,0.07108664547541571,0.36440525756714465,0.7312962778634201,0.15033983017671507,-0.02811002928859549,0.069822331361359,-0.06891878180895679
-18,7,A,Dense,0.8578069066323144,0.2405428253348706,0.35571178594473846,0.9277957842394218,-0.06255627015095294,-0.0370614332086106,-0.04677012013118914,-0.04281151609659126
-17,-10,A,Dense,0.386918084326589,0.07651049485001978,0.7710214137684512,0.8433778283400786,0.015041890514357642,-0.11430049127304837,0.16137112690586472,0.13757068133116196
-17,-8,A,Dense,0.2744681255072737,-0.16270743241300306,0.46058574430211635,1.0327099769306625,-0.09885911071509175,-0.02246331499970246,-0.001963779892668122,0.004059169120388238
-17,-6,A,Dense,0.2719060943772192,0.1774057862147418,0.6393659709543345,1.2053393548180635,-0.058168091394864375,0.08335289616089248,0.055832691252172245,0.12360931752104375
-17,-4,A,Dense,0.50386785416469,0.021719932527118277,0.4949264972773495,0.9183409666337665,0.002818115736912825,-0.13118362323501595,0.006447441481012024,0.14907261368499522
-17,-2,A,Dense,0.4622351667728427,0.17169620642600256,0.6067778517678472,1.0052975710127405,-0.0172946059923423,0.18260097135469364,0.0032004149065766626,-0.09716140385106516
-17,0,A,Dense,0.6200413907944425,0.2027649441429171,0.5057013124897084,0.7507327621150315,-0.01671217137864115,-0.12968319479558466,0.02407531794885683,-0.12242982362893658
-17,2,A,Dense,0.531729253218766,-0.008346711484569808,0.5196065568354087,1.0736268313953499,0.10240625258114625,0.09553052085705108,0.15134497432421312,0.10887486197041861
-17,4,A,Dense,0.7937217884881977,-0.10683872777931114,0.3345156360690851,0.8646803856486456,-0.24242402602729418,-0.12542894231692495,0.020056919723094285,0.008614388304637476
-17,6,A,Dense,0.5506808356435446,-0.020168715175545027,0.3744131904694976,0.8721893160431132,-0.04473218956587512,-0.04036484632419968,-0.10623935281468798,-0.03531662928106884
-17,8,A,Dense,0.7443747001356428,-0.008150619762074832,0.2502978693061441,0.94494886041354,0.058669380147527476,0.017958178193959794,-0.013263374638257356,0.019049967977906642
-17,10,A,Dense,0.8341030764507461,0.13343735877548293,0.13147386334852246,0.9712053193261101,0.051120259952498075,-0.16019658118971686,-0.062264936173445196,-0.008310557262869478
-16,-11,A,Dense,0.06005427838637345,0.09044997633579435,0.979592752785827,1.0105564629865589,-0.021113023882769446,0.141093237974627,-0.11437262073206618,-0.10276751409259582
-16,-9,A,Dense,0.3897286788233122,0.011885347513388142,0.8672761295509732,0.9990186848058813,-0.12343488718799221,0.0006422269810937817,0.06969544045107356,0.014294309476370677
-16,-7,A,Dense,0.4890409736327197,0.03173831065133989,0.7943064898156467,0.9678219487554907,0.03771003939021865,0.13744380931708175,0.05556044660034485,0.019473619471877486
